transcript,index,de,dgs,mouth
1176340,105,"Ich bin dann immer zu den Jüngeren gelaufen und habe ihnen erzählt, ob das Fußballspiel gewonnen oder verloren wurde.","['ICH1', '$PROD*', '$PROD*', 'BESCHEID1A*', 'ICH2', 'FUSSBALL1A', 'EBEN-ZEIT2*', 'VERLIEREN5', 'ODER1*', 'GEWINNEN1']","['[MG]', '[MG]', 'fußball', 'eben', '[MG]', 'oder', 'gewonnen']"
1176340,106,"Du warst hellwach, bis ich das Spiel fertig geschaut habe, sodass ich dir davon erzählen konnte.","['DU1', 'SEHEN-AUF1', 'DU1', 'STIMMT1^*', 'WACH1', 'BIS1', 'ICH1', 'FERTIG2*', '||ZUSCHAUEN1', '||FERTIG2*']","['du', 'wach', 'bis', 'fertig']"
1176340,107,"Nachdem ich dir es gesagt hatte, hast du weitergeschlafen.","['||DANN1A', 'DU1', 'BESCHEID1A*', 'ERLEDIGEN1A*', 'DU1', 'SCHLAFEN1A*', 'WEITER1A*']","['dann', 'erledigt', '[MG]', 'schlafen', 'weiter']"
1176340,108,"Wir haben immer gewartet, weil es so spannend war.","['WARTEN1A*', 'SPANNUNG4A', '$GEST^']","['warten', 'spannend']"
1176340,109,Damals gab es kein Internet und die Handys hatten das auch nicht.,"['WAR1*', 'KEIN1*', 'INTERNET1C*', '$GEST^', 'HANDY1*', 'KEIN1*', 'INTERNET1C*']","['war', 'kein', 'internet', 'handy', 'kein', 'internet']"
1176340,110,"Heutzutage wäre es mit dem Blackberry sehr einfach, weil man nur auf sein Handy schauen müsste.","['$GEST^', 'JETZT3*', 'WÄRE1', 'BLACKBERRY1', 'PERFEKT2^', 'DARUM1*', 'INTERNET1C*', '||HALTEN-HANDY1A']","['jetzt', 'wäre', 'b-b', 'darum', 'internet']"
1176340,111,Früher gab es das nicht.,"['FRÜHER1*', 'KEIN3*', '$GEST^']","['früher', 'kein']"
1176340,112,Ich bin jetzt/,"['ICH1', 'JETZT3']","['ich', 'jetzt']"
1176340,113,Ich war von 2007/,"['WAR1*', 'EBEN-ZEIT1^', '$NUM-TAUSENDER1:2d', '$NUM-EINER1D:7d*']","['war', '[MG]', 'zweitausends{ieben}']"
1176340,114,Ich bin seit Oktober 2009 Jugendwart und habe dort angefangen.,"['$NUM-EINER1D:9', 'OKTOBER2*', 'OKTOBER2*', '$NUM-TAUSENDER1:2d*', '$NUM-EINER1D:9*', '$INDEX1', 'ANFANG1A*', 'JUNG1*', 'AUFPASSEN1B*', 'EINSTEIGEN1*']","['neun', 'oktober', 'oktober', 'zweitausendneun', 'anfang', 'jugendwart']"
1176340,115,"Ich bin Vorsitzende geworden, weil ich gemerkt habe, dass die Mannschaft in Kiel, Schleswig-Holstein, immer kleiner wurde und es keinen Zusammenhalt gab.","['ICH2', 'HAUPT1C^', 'ICH2', 'GRUND4B', 'ICH1', 'MERKEN2', 'HIER1', 'KIEL1^', 'BEREICH1A^*', 'WIE4A*', 'MANNSCHAFT1', 'REDUZIEREN3', 'UND2A*', 'SOLIDARISCH1A^*', 'KEIN3']","['grund', 'merke', 'hier', 'schleswig-holstein', 'wie', 'mannschaft', '[MG]', 'und', 'kein']"
1176340,116,"Die unterschiedlichen Mannschaften gingen sehr kühl miteinander um, z.B. die Fußballmannschaft und die Handballmannschaft waren nur für sich.","['GRUPPE1A*', '$INDEX1*', 'KALT2*', 'GRUPPE1A*', 'KALT2', 'TRENNEN2*', '$INDEX1*||TRENNEN2*', 'FUSSBALL2*||TRENNEN2*', 'MANNSCHAFT1*', '$INDEX1*', 'HANDBALL1*', 'FUSSBALL2^*', 'MANNSCHAFT1*']","['immer', 'kalt', 'kalt', 'fußball', 'mannschaft', 'handball']"
1176340,117,"Mir geht es darum, dass die beiden Mannschaften solidarisch miteinander sind. Das ist mir wichtig.","['ICH1*', 'GEFÜHL3', 'INNEN1B*', 'ETWAS-LIEBEN1', 'MEHR1*', 'ZUSAMMEN7', 'SOLIDARISCH1A^', 'WICHTIG1*', 'FÜR1*', '$GEST-OFF^*']","['ich', 'fühle', 'in{nen}', '[MG]', 'mehr', 'gemeinschaft', 'wichtig', 'für mich']"
1176340,118,"Ein weiterer Grund ist, dass es in Zukunft immer weniger Gehörlose geben wird.","['$GEST-OFF^*', 'GRUND4B', 'ZUKUNFT1A', 'TAUB-GEHÖRLOS1A*', 'REDUZIEREN3', '$GEST^']","['grund', 'zukunft', '[MG]']"
1176340,119,"Wenn sich die Mannschaften nach und nach auflösen, dann sind sie weg und nicht mehr da.","['WENN1A', 'GRUPPE1A*', 'AUFLÖSUNG1A*', 'WEG-VERSCHWINDEN1', 'NICHT1']","['wenn', 'auf auf', 'weg', 'nicht mehr']"
1176340,120,Wann sollen sich die beiden Mannschaften denn mal aufeinander zu bewegen?,"['GEGEN3A^', 'WANN1*']",['wann']
1176340,121,Ich bin deswegen etwas hin- und hergerissen.,"['DESHALB1', 'ICH2^', 'UNTERSCHIED1C^*']","['deshalb', '[MG]']"
1176340,122,"Ich möchte die Mannschaften und auch andere, die nicht in der Mannschaft oder Mitglied sind, einladen.","['ICH1', 'WÜNSCHEN1B', 'AUCH1A', 'MANNSCHAFT1*', 'WEGEN2B*', 'AUCH1A', 'MANNSCHAFT1', 'UND2A', 'MITGLIED1', '||NEIN1B', 'NORMAL1*', 'BEREICH1A^*', 'GRUPPE1A*', 'EINLADEN2*', 'HERKOMMEN1*']","['[MG]', 'wünsche', 'auch', 'mannschaft', 'weg', 'auch', 'mannschaft', 'und', 'mitglied', '[MG]']"
1176340,123,"Die Arbeit als Jugendwart beinhaltet die Gründung einer Reisegruppe, oder andere Gruppenprojekte zum Austausch untereinander zu organisieren.","['JUNG1*', '$WORTTEIL-WART1*', 'INHALT3*', 'BEISPIEL1*', 'GRÜNDEN2', '$GEST^', 'REISE1C^', 'MACHEN1', 'MEHR1*', 'GRUPPE1A*', 'BEIDE2A*', 'KENNENLERNEN1*', 'TAUSCHEN2*']","['jugendwart', 'inhalt', 'beispiel', 'gründen', 'ausflug', 'mach', 'mehr', 'gruppe', 'kennen', '[MG] tausch tausch']"
1176340,124,So könnten sich die Fuß- und Handballmannschaften austauschen. Warum denn auch nicht?,"['INTERESSE1A*', 'DU1*', 'FUSSBALL1A', 'GEHÖREN1^*', '||$INDEX1*', '||INTERESSE1A*', '||HANDBALL1*', '||ANDERS1^*', '||EINTRETEN1A^*']","['[MG]', 'fußball']"
1176340,125,"Irgendwie sollte es so gehen und sowas in der Art möchte ich nun organisieren, damit das bald beginnt.","['ODER1*', 'ABLAUF1^*', 'ICH1', 'WÜNSCHEN1B', 'ORGANISIEREN2A', 'LOS-START1', 'VON-DA-AN1']","['oder', '[MG]', 'ich', 'wünsche', 'organisieren', 'los', '[MG]']"
1176340,126,Hm.,['$GEST^'],[]
1176340,127,"Ja, ich war zwischen zwei Firmen hin- und hergerissen.","['ACHTUNG1A^*', '||$NUM-EINER1A:2', '||ZWEIFEL3', '||JA2*']","['zwei', '[MG]']"
1176340,128,"Ich war mir unsicher, zu welcher Firma ich nun gehen sollte.","['||WAR1*', '||$NUM-EINER1A:2', 'ZWEIFEL3', 'VERTRAUEN1^*']","['war', 'zwei', '[MG]']"
1176340,129,Bei meiner alten Firma habe ich bei Schattensprache gearbeitet.,"['FRÜHER1*', 'FIRMA1A*', 'ICH2', 'MIT1A', 'SCHATTENSPRACHE1', 'SCHATTEN1*', 'SCHATTENSPRACHE1', '$INDEX1*']","['früher', 'firma', 'mit', 'schattensprache', 'schattensprache']"
1176340,130,Ich wurde dort nur eingearbeitet.,"['MIT1A', 'NUR2A', 'FÜHREN1A*', 'GEHÖREN1^*']","['mit', 'nur', 'führung']"
1176340,131,"Ich habe das dort zwei Wochen lang trainiert, indem sie mich eingearbeitet haben.","['WAR1*', 'ICH1', 'TRAINING1*', '$NUM-EINER1A:2', 'FÜHREN1A*', '||GEHÖREN1^*']","['war', 'tranieren', 'zwei wochen', 'führen']"
1176340,132,In der Zeit habe ich nicht richtig angefangen zu arbeiten.,"['NOCH-NICHT2*', 'LOS-START1', 'ARBEITEN1*', 'PLATZ9', 'NEIN1B^*']","['noch nicht', 'los', 'arbeitsplatz', 'noch nicht']"
1176340,133,"Wäre es dort gut gelaufen, hätten sie mich übernommen.","['WENN1A', 'GUT1*', 'ÜBERNEHMEN1*', '||EINTRETEN1A*', '||ARBEITEN1', '||$INDEX1']","['wenn', '[MG]', 'übernommen', 'arbeiten']"
1176340,134,Dort hätte ich mit vielen Gehörlosen zusammengearbeitet.,"['FÜR1*', '||$GEST-ABWINKEN1^', 'VIEL1A', '||TAUB-GEHÖRLOS1A', '||ARBEITEN1', '$GEST^']","['für', 'gehörlose', 'arbeiten', '[MG]']"
1176340,135,Meine beiden Eltern sind hörend und deshalb können sie auch nicht wirklich gebärden.,"['MEIN1', 'ICH2^', 'FAMILIE1', '$GEST^', '$NUM-EINER1A:2d*', 'ELTERN1A*', 'ELTERN1A*', 'HÖREND1A', 'SEIN-IHR1', 'KLAR1B*', 'TOLL1A^*', 'GEBÄRDEN1A*', 'NICHT3A*']","['mein', 'familie', 'zwei', 'eltern', 'hörend', 'klar', '[MG]', 'gebärden', 'nicht']"
1176340,136,"Na ja, das geht schon.","['$GEST^', 'ICH1^*', '$GEST-ABWINKEN1^']","['[MG]', 'lass']"
1176340,137,"Dafür ist es mir wichtig, dass ich mich mit meiner Schwester mit Gebärden unterhalten kann.","['ICH1', 'WICHTIG1', 'ICH1^', 'SCHWESTER1A*', 'WICHTIG1', 'PERSON1^', '$INDEX1', 'GEBÄRDEN1A*']","['[MG]', 'wichtig', 'schwester', 'wichtig', '[MG]']"
1176340,138,"Darüber freue ich mich, denn ohne sie würde ich nur dasitzen und nicht wissen wohin.","['ICH2', 'FROH1', 'OHNE1', 'ICH2', 'HILFLOS1A*']","['froh', '[MG]']"
1176340,139,Zum Glück habe ich meine Schwester an meiner Seite.,"['GLÜCK1', 'GRUPPE1A^*']",['glück']
1176340,140,"Meine Eltern freuen sich auch darüber, dass wir uns so aufeinander konzentrieren, uns unterhalten, spielen oder gemeinsam weggehen.","['$GEST^', 'ELTERN1A', 'FROH1', 'ICH2', 'MEHR1*', 'KONZENTRIEREN1*', '$INDEX1*', 'ICH2', 'GEBÄRDEN1A*', 'SPIELEN1', 'FORT1^*']","['[MG]', 'eltern', 'froh', 'mehr', 'konzen{trieren}', 'spielen']"
1176340,141,Meistens sind wir beide zusammen und fast immer füreinander da.,"['MEISTENS1A', '$NUM-PERSONENZAHL2:2*', 'BEDEUTUNG1^', 'IMMER1C', 'DA1*', '$GEST^']","['meist', 'für', 'immer', 'da']"
1176340,142,Dadurch musste meine Mutter nicht auf mich aufpassen.,"['MUSS1*', 'MUTTER2', 'AUFPASSEN1B*', 'AUF-PERSON1*']","['muss nicht', 'mutter', 'aufpassen', 'auf']"
1176340,143,"Dadurch war ich frei und konnte machen, was ich wollte.","['$GEST^', 'FREI2A', 'ICH2', 'LOCKER1^']","['frei', '[MG]']"
1176340,144,"Das entwickelte sich so, bis wir groß wurden.","['ABLAUF2^', 'BIS1', 'GROSS5A*']",['groß']
1176340,145,Von uns drei Geschwistern interessiert sich auch manchmal mein Bruder fürs Gebärden.,"['||NUR2A*', '||$NUM-EINER1A:3d', '$LIST1:1of3d', '$LIST1:2of3d', '$LIST1:3of3d', '$GEST^', '$INDEX1*', 'INTERESSE1A']","['nur', 'drei', '[MG]', 'manchmal', '[MG]']"
1176340,146,"Insbesondere, wenn ich mit meiner Schwester viel gebärde, beobachtet er uns interessiert.","['PLÖTZLICH4^*', 'ICH1', 'SCHWESTER1A', '$INDEX1*', 'ICH1', 'GEBÄRDEN1G*', '$LIST1:3of3d', 'OFT-$KANDIDAT-SH06^', 'SEHEN-AUF1*', 'BEOBACHTEN5*']","['schwester', 'oft', 'beobachten']"
1176340,147,"Das ist vor allem in letzter Zeit so, zumal früher keine Zeit dafür war.","['$INDEX1*', 'PLÖTZLICH4^', 'EBEN-ZEIT1^', 'MOMENT1*', 'FRÜHER1', 'KEIN1', 'ZEIT1']","['[MG]', 'moment', 'früher', 'keine', 'zeit']"
1176340,148,"Jetzt haben wir mehr Zeit, er beobachtet uns dabei und würde gerne mehr Gebärdensprache lernen.","['$GEST^', 'JETZT3*', 'MEHR1', 'ZEIT1', 'SEHEN-AUF1*', '$INDEX1', 'KÖRPER1^*', 'GEBÄRDEN1A*', 'LERNEN1']","['jetzt', 'mehr', 'zeit', '[MG]', '[MG]', '[MG]', 'gebärden']"
1176340,149,"Er beobachtet uns, aber macht nicht mehr.","['$GEST^', 'SEHEN-AUF1*', '$GEST-ABWINKEN1^']",['[MG]']
1176340,150,"Als meine Schwester dann wegging, kam daraufhin mein Bruder auf mich zu und sagte: „Ich möchte das auch lernen, so wie #Name1.“","['$INDEX1', 'SCHWESTER1A*', 'PLÖTZLICH4^*', 'FORT1^*', 'PLÖTZLICH4*', 'BRUDER1A*', '$PROD*', 'WOLLEN5', 'AUCH1A', 'LERNEN1*', 'WIE-FRAGE-VERGLEICH1', '$INDEX1*']","['schwester', '[MG]', '[MG]', 'bruder', 'will', 'auch', 'lernen', 'wie', '#name1']"
1176340,151,Sie ist meine Schwester/,"['SCHWESTER1A*', 'MEIN1', 'SCHWESTER1A', '||$INDEX1*']","['sch{wester}', 'meine', 'schwester']"
1176340,152,Ich meinte daraufhin: „Du möchtest?“ und habe ihn in Gebärdensprache eine Weile unterrichtet.,"['||$INDEX1*', '||ICH1', '||$GEST-ABWINKEN1^*', 'ICH2', '$GEST^', 'GEBÄRDENSPRACHE1B', 'UNTERRICHTEN1*', 'ABLAUF1^*']","['gebärdensp{rache}', '[MG]', '[MG]']"
1176340,153,"Er war so an Gebärdensprache interessiert, dass ich ihn schon beim Gebärden etwas bremsen musste. Das war okay.","['$INDEX1', 'GEBÄRDEN1A*', 'INTERESSE1A*', 'ICH2', 'GEBÄRDEN1A*', 'SEIN-IHR1*', 'GEBÄRDEN1A*', 'OKAY1A']","['[MG]', '[MG]', '[MG]', 'okay']"
1176340,154,"Ich hörte irgendwann auf, ihn zu unterrichten. Er machte jedoch noch Fehler beim Gebärden.","['ABLAUF1^*', 'ICH1', 'UNTERRICHTEN1*', 'FERTIG1A', 'PLÖTZLICH4*', 'PHASE1B^*', '$INDEX1*', 'AUF-PERSON1*', 'ICH2', 'GEBÄRDEN1A*', 'MASS3^', 'FEHLER1*']","['[MG]', 'fertig', '[MG]', '[MG]', '[MG]', 'fehler']"
1176340,155,"Wenn wir gebärdeten, machte er kleine Fehler und komische Formulierungen.","['VERGEBÄRDEN2*', 'ICH1']",['[MG] schief']
1176340,156,"Ich konnte ihm folgen, solange ich das Mundbild verstehen konnte.","['SEHEN-AUF1', 'ICH1', 'VERSTEHEN1*', '$WORTTEIL-HAUPT1A', 'ORAL1^', 'ICH2', 'BEOBACHTEN3A*']","['[MG]', 'haupt', 'ablesen', '[MG]', '[MG]']"
1176340,157,"Meine Schwester sagte ihm irgendwann: „So wie du gebärdest, stimmt das nicht, das sieht ja behindert aus.“","['$INDEX1*', 'SCHWESTER1A*', '||BESCHEID1A*', '||NEIN1B', 'GEBÄRDEN1A*', 'STIMMT1A*', '$INDEX1', 'WIE4A*', 'BEHINDERUNG1*', 'GEBÄRDEN1A*', '$GEST^', '$INDEX1*']","['schwester', '[MG]', 'stimmt nicht', 'wie', 'behindert', '[MG]']"
1176340,158,"Mein Bruder meinte zu mir: „Hey, warum hast du mir das nicht gesagt?“","['BRUDER1A*', 'BESCHEID1A*', '$GEST^']","['br{uder}', 'warum bescheid']"
1176340,159,"Ich war verlegen und meinte: ""Sorry, ich war so an deine Gebärden gewöhnt, dass es für mich eben eine einfache Gebärdensprache ist.","['ICH1', '$GEST-KEINE-AHNUNG1^*', 'ENTSCHULDIGUNG1', 'ICH2', '$GEST^', 'ICH2', 'DENKEN1A', 'GEWOHNHEIT1', 'GEHÖREN1^*', 'LEICHT1*', 'GEBÄRDEN1A*']","['entschuldigung', 'denk', 'gewohnt', 'leicht', 'gebärden']"
1176340,160,"Also, dass es ein bisschen DGS und leichte Gebärdensprache ist. Das war ich so gewohnt.“","['BISSCHEN2A', 'DGS1', 'BISSCHEN2A', 'LEICHT1*', 'ICH2', 'DESHALB1*', 'ICH2', 'GEWOHNHEIT1', '$GEST-RUHIG-BLEIBEN1^*']","['bisschen', 'leicht', 'deshalb', 'bin gewohnt']"
1176340,161,"Ich meinte: „Du wolltest noch mehr lernen? Entschuldige, daran habe ich nicht gedacht. Ich werde dir nun noch mehr beibringen.“","['WOLLEN5*', 'MEHR1', 'LERNEN1*', 'ICH2', 'ENTSCHULDIGUNG1*', 'ICH2', 'JETZT3*', 'UNTERRICHTEN1*', 'BLEIBEN2*']","['woll{test}', 'noch mehr', 'entschuldigung', 'jetzt']"
1176340,162,Das war mir schon peinlich.,"['$GEST^', 'ICH2']",['[MG]']
1176340,163,"Klar, manchmal ist einem das gar nicht bewusst, weil man es ja versteht.","['KLAR1A*', 'MANCHMAL1', 'LUFT3A*', 'WIE4A*', 'LUFT3A*', 'SEHEN-AUF1']","['klar', 'manchmal', '[MG]', 'wie', '[MG]', '[MG]']"
1176340,164,"Ja, stimmt.",['JA1A'],[]
1176340,165,"Man weiß zwar, dass er noch Fehler macht, ist sich aber darüber im Gespräch nicht im Klaren.","['WISSEN2B*', 'FEHLER1*', '$INDEX1*', 'LUFT3A*']","['weiß', 'fehler']"
1176340,166,"Und dann fällt es einem wieder auf, dass der andere noch Fehler macht und denkt sich: „Hoppla.“","['$GEST-NM^', 'FEHLER1*', '$GEST^']","['ach so', 'fehler']"
1176340,167,Genau! Ich habe mich eher auf das Gespräch konzentriert.,"['BEISPIEL1^', '$GEST^', 'ICH2', 'EBEN-GRUND1*', 'ICH2', 'KONZENTRIEREN1', 'PHASE3^*']","['ja', 'eben', 'konzen{trieren}']"
1176340,168,"Ich folgte dem Gespräch und habe nicht daran gedacht, dass er eben noch Fehler macht.","['ICH1*', 'BEOBACHTEN3A*', '$GEST^', 'BESITZEN1*', 'FEHLER1*']","['[MG]', '[MG]', 'fehler']"
1176340,169,"Es tut mir leid, dass ich darauf nicht geachtet habe, wie er gebärdet. Ich muss da auch lernen, mich zu konzentrieren.","['GEBÄRDEN1A*', 'ICH1', '$GEST^', 'ENTSCHULDIGUNG1*', 'ICH1', 'MUSS1*', 'LERNEN1^*', 'KONZENTRIEREN1*']","['muss', 'konzentrieren']"
1176340,170,Im Moment bin ich ganz froh.,"['ICH1', 'SELBST1A*', 'JETZT3*', 'MOMENT1*', 'FROH1']","['selbst', 'jetzt', 'moment', 'froh']"
1176340,171,"Früher war das für mich schon so, dass ich verunsichert war/","['$GEST-ÜBERLEGEN1^*', 'FRÜHER1', 'SO1A*', 'ICH1', 'BISSCHEN2A', 'BEINE-SCHLOTTERN1A*']","['früher', 'so', 'bisschen', '[MG]']"
1176340,172,Ich bin es immer noch ein bisschen/,"['BEINE-SCHLOTTERN1A*', 'BISSCHEN2A', 'BEINE-SCHLOTTERN1A*', 'NEIN1B^*', 'BEINE-SCHLOTTERN1A*']","['[MG]', 'bisschen', '[MG]', 'noch']"
1176340,173,"Es war besonders typisch, dass ich das Gefühl, hatte benachteiligt zu sein, und dass die Hörenden alles besser konnten.","['TYPISCH1*', '$GEST^', 'HÖREND1A*', 'PERSON1^', 'ÜBERTRUMPFEN1^', 'ICH1||GEFÜHL3*', 'GEFÜHL6', 'DA1*', 'ÜBERTRUMPFEN1^*', '$GEST^', 'KANN1*', '$GEST^']","['typisch', 'hörende', '[MG]', 'gefühl', 'da', '[MG]', 'kann kann']"
1176340,174,"Ich habe geglaubt, dass ich das alles ertragen muss, dass ich extra oralistisch erzogen wurde oder vieles andere hinnehmen musste, ganz allgemein.","['ICH1', 'GLAUBEN2A*', 'ENTTÄUSCHT5', 'FÜR1', 'EXTRA1', 'MESSEN1A', 'ORAL1*', '$LIST1:2of2d', 'ODER1*', 'GEHORCHEN1B', '$GEST^', 'WIE-FRAGE-VERGLEICH1*', 'ALLGEMEIN1B']","['[MG]', 'für', 'extra', 'maß', 'oral', '[MG]', '[MG]', 'wie', 'allgemein']"
1176340,175,Das ist für mich nun vorbei und ich nehme mich ernst.,"['ICH1', 'JETZT3*', 'ICH1*', 'ERNST1A', 'NICHT-MEHR1A*']","['jetzt', '[MG]', '[MG]', '[MG]']"
1176340,176,"Ich kann mich schriftlich ausdrücken und ich kann vieles andere auch. Ich habe auch keine Angst mehr, mit Hörenden schriftlich zu kommunizieren.","['ICH1', 'KANN2B*', 'SCHREIBEN-DIALOG1', 'ICH1', 'KANN2B', 'ICH1', 'KANN1', 'AUCH1A*', 'ODER1*', 'HÖREND1A*', 'ZITTERN2C^*', 'ICH1', 'SCHREIBEN1A*']","['kann', '[MG]', 'ich', 'kann', 'kann', 'auch', 'oder', 'hörende', '[MG]', '[MG]']"
1176340,177,Dafür muss man dann ein bisschen Geduld aufbringen und dann kann man eben hin- und herschreiben.,"['$GEST^', '$GEST^', 'GEDULD1B*', 'DA1*', 'ICH2*', '$GEST^', 'SCHREIBEN1A', '$GEST^']","['[MG]', 'geduld', '[MG]']"
1176340,178,"Und na ja, ganz allgemein gebe ich nicht auf, sondern bleibe auch vor Hörenden standhaft.","['$GEST^', '$LIST1:2of2d', '$GEST^', 'ALLGEMEIN1B', '$GEST^', 'ICH1', 'NICHT3A', 'AUFGEBEN1', 'MUSS1*', 'ICH1', 'STEHEN1*', 'BIS1', 'VOR1D', 'HÖREND1A*', 'PERSON1^']","['und', 'allgemein', 'nicht', 'auf{geben}', 'muss', 'stehen bleiben', 'bis', 'vor', 'hörende']"
1176340,179,Ich bin jetzt stärker/,"['JETZT3*', 'STARK2B', 'MEHR1', 'EIGEN1A^*']","['jetzt', 'stark']"
1176340,180,"Und ich kann das als Gehörlose, ich selbst kann das.","['UND2A', 'ICH1', 'KANN1', 'SELBST1A*', 'TAUB-GEHÖRLOS1A', 'SELBST1A*', 'NEIN3B^*']","['und', 'kann', 'selbst', 'gehörlos', 'selbst']"
1176340,181,"Na ja, so ist das.","['KANN1*', '$GEST^']",[]
1176340,182,Früher habe ich ein bisschen viel/,"['FRÜHER1*', 'BISSCHEN2A*', 'VIEL1A', '$GEST^', 'AKTIV3*']","['früher', 'bisschen', 'viel']"
1176340,183,"Ich gebe mir nun mehr Mühe damit, alleine Dinge zu erledigen ohne einen Dolmetscher.","['ICH1', 'MEHR1', 'MÜHE1', 'GEBEN1', 'TREFFEN2A*', 'ALLEIN1C', 'ICH1', 'NICHT3A', 'MIT1A*', 'DOLMETSCHER1*']","['mehr', 'mühe', 'geb', '[MG]', 'allein', 'nicht', 'mit', 'dolmetscher']"
1176340,184,Einen Dolmetscher habe ich nur manchmal.,"['DOLMETSCHER1*', 'KANN1^', 'PUNKT1A^*']",['manchmal']
1176340,185,"Bei einfachen Beratungen brauche ich auch keinen Dolmetscher mitzubringen, das kann ich alleine.","['WENN1A', 'HARMLOS1', 'BERATUNG1*', 'ICH2', 'BRAUCHEN1*', 'MIT1A*', 'ICH1', 'KANN1', 'ALLEIN1C*']","['wenn', 'harmlos', 'brauch nicht', 'mit', 'kann']"
1176340,186,Mit einem Dolmetscher geht das aber besser.,"['MIT1A', 'IMMER1C', 'BESSER1*']","['mit', 'besser']"
1176340,187,Was ich schlimm finde? Was soll ich denn schlimm finden?,"['ICH2', 'WAS1B*', 'ICH2*', 'SCHLIMM3B', 'RUND-KUGEL1^', 'WAS1B*', 'ZUSAMMENHANG1A^', 'SCHLIMM3C*']","['was', 'was', 'schlimm']"
1176340,188,Kennst du/,"['$GEST^', 'KENNEN1A*', '$GEST^']",[]
1176340,189,"Ich weiß von schlimmen Fällen, aber nicht, was ich genau von den vielen erzählen könnte.","['ICH1', 'WISSEN2A*', 'DA1*', 'SCHLIMM3B*', 'WAS1A*', 'GENAU1*', 'VIEL1A']","['weiß', 'schlimm', 'was', 'genau', 'viel']"
1176340,190,"Ich kenne da viele verschiedene Fälle, die heikel sind.","['ICH2', 'VIEL1A', 'EINTEILEN1A^*', 'NEIN1B^*']","['viel', '[MG]', '[MG]']"
1176340,191,Um welches Thema handelt es sich denn?,"['$GEST^', 'THEMA1*', '$GEST-KEINE-AHNUNG1^*']",[]
1176340,192,Ich habe dazu keine Lösung.,"['NEIN3A^', 'FINDEN1D^']",['lösung']
1176340,193,"Hm, aber vielleicht, ja/","['$ORAL^', '$GEST-ÜBERLEGEN1^*', 'JA2*', 'KANN1*']","['aber aber aber', '[MG]', 'ja']"
1176340,194,Privates oder Familie?,"['PRIVAT1A*', 'FAMILIE1']","['privat', 'familie']"
1176340,195,Nichts über Familie.,['FAMILIE1*'],['familie']
1176340,196,"Nein, nicht Familie.","['NEIN2A*', '$GEST-NM-KOPFSCHÜTTELN1^']","['[MG]', 'familie']"
1176340,197,"Ich weiß nicht, da kann ich mir nichts heraussuchen, nichts, was so krass schlimm ist.","['$GEST^', 'KANN1*', 'FINDEN1C^*', 'NICHT3A', 'GROB1^', 'SCHLIMM3B*', 'NICHT3A', 'ICH2^', '$GEST^']","['[MG]', 'kann n{icht}', 'nicht', 'doll', 'schlimm', 'nicht']"
1176340,198,Ich kann über meine Zeit in Schleswig erzählen.,"['SCHLESWIG1A*', 'FRÜHER1*', 'ZEIT1^*', 'SCHLESWIG1A']","['schleswig', 'früher', 'schleswig']"
1176340,199,Und der Zusammenhang?,['ZUSAMMENHANG1A^'],[]
1176340,200,Oder über die „Königin“.,"['KÖNIG1A*', 'ANFÜHRUNGSZEICHEN1*', '$GEST-OFF^*']",['könig']
1176340,201,"Ja okay, dazu dann.","['$GEST^', 'OKAY1A*']",['okay']
1176340,202,"Also ich habe etwas gefunden und erzähle etwas zu einer leider „schlimmen“ Sache, wie ich finde.","['ICH1', 'GEBÄRDEN1E*', 'ICH2', 'FINDEN1A^', 'JA1A', 'LEIDER1*', '$NUM-EINER1A:1d', 'ANFÜHRUNGSZEICHEN1*', 'SCHLIMM3D', 'TAG1A*']","['[MG]', '[MG]', 'ja', 'leider', 'ein', '[MG]', 'schlimm']"
1176340,203,Das liegt heute schon einige Zeit zurück.,"['UNTEN1^', 'ZEIT1', 'FRÜHER1']",['zeit']
1176340,204,Früher war ich mit drei Personen in einer Gruppe.,"['WAR1*', 'NUR2B', '$NUM-EINER1A:3d', 'GRUPPE1A*']","['war', 'drei', 'gruppe']"
1176340,205,Drei Personen waren in der Gruppe.,"['$NUM-EINER1A:3d', 'ALLE3*', 'GRUPPE1A*']","['drei', 'personen', 'gruppe']"
1176340,206,Mit diesen Leuten kam ich gut zurecht.,"['LEUTE2*', 'WIMMELN1^', 'SUPER2']","['leute', '[MG]', '[MG]']"
1176340,207,Ich war die Größte im Vergleich zu den anderen und damit die Nummer eins.,"['ICH1', '$GEST^', 'ICH1', 'ERSTENS1C', '||ICH1', '||GROSS5A', 'ALLE2C^']","['wie', 'erste', 'groß']"
1176340,208,"Die größte zu sein, bedeutet, Macht zu haben.","['GROSS5A', 'KREUZ1A^', 'MACHT3']","['groß', 'heißt', 'macht']"
1176340,209,"So haben die mich betrachtet, aber das wollte ich nicht.","['SEHEN-AUF1^*', 'ICH1^', 'WOLLEN5*', 'NICHT3A*']","['aber', 'will', 'nicht']"
1176340,210,"Wenn wir so zusammen saßen, habe ich meine Ideen und Vorschläge eingebracht, loszuziehen oder irgendwohin zu gehen.","['GRUPPE1A*', 'ICH1', 'WISSEN1^', 'VORSCHLAG1A', '||WOHER1^*', 'RICHTUNG3^*']","['[MG]', 'vorschlag', '[MG]']"
1176340,211,"Die anderen sagten: „Du hast recht, das ist nicht schlecht.“","['$INDEX1*', 'STIMMT1^*', 'SCHLECHT1']","['[MG]', 'nicht schlecht']"
